Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count
201706,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,"5,760"
201706,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,International,G,311
201706,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,582
201706,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,E,"11,175"
201706,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,E,"7,202"
201706,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,"12,400"
201706,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,"18,171"
201706,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,"40,788"
201706,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,"48,281"
201706,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,Terminal 3,E,435
201706,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,Terminal 3,F,"1,381"
201706,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,"28,740"
201706,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,"4,098"
201706,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,E,"4,533"
201706,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,F,"22,117"
201706,United Airlines,UA,United Airlines,UA,International,Middle East,Deplaned,Other,International,G,"5,428"
201706,United Airlines,UA,United Airlines,UA,International,Middle East,Enplaned,Other,International,G,"6,312"
201706,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,Terminal 2,D,"219,741"
201706,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,"231,553"
201706,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,"4,879"
201706,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,"5,426"
201706,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,"14,091"
201706,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,"16,418"
201706,Volaris Airlines,Y4,Volaris Airlines,Y4,International,Mexico,Deplaned,Low Fare,International,A,"5,174"
201706,Volaris Airlines,Y4,Volaris Airlines,Y4,International,Mexico,Enplaned,Low Fare,International,A,"6,426"
201706,WOW Air,WW,WOW Air,WW,International,Europe,Enplaned,Other,International,A,"9,112"
201706,WOW Air,WW,WOW Air,WW,International,Europe,Deplaned,Other,International,G,"7,982"
201706,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Deplaned,Other,International,G,"9,350"
201706,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Enplaned,Other,International,G,"10,432"
201706,XL Airways France,SE,XL Airways France,SE,International,Europe,Deplaned,Other,International,A,"1,792"
201706,XL Airways France,SE,XL Airways France,SE,International,Europe,Enplaned,Other,International,A,"2,201"
201707,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Other,International,G,"8,627"
201707,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Other,International,G,"6,936"
201707,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,"20,679"
201707,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,"19,510"
201707,Air Berlin,AB,Air Berlin,AB,International,Europe,Deplaned,Other,International,A,"12,491"
201707,Air Berlin,AB,Air Berlin,AB,International,Europe,Enplaned,Other,International,A,"9,551"
201707,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,"57,714"
201707,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,"51,684"
201707,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,"10,027"
201707,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,"9,071"
201707,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,"25,807"
201707,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,"21,527"
201707,Air India Limited,AI,Air India Limited,AI,International,Asia,Deplaned,Other,International,G,"6,094"
201707,Air India Limited,AI,Air India Limited,AI,International,Asia,Enplaned,Other,International,G,"5,878"
201707,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,"9,013"
201707,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,"9,000"
201707,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Deplaned,Other,International,G,"3,177"
201707,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Enplaned,Other,International,G,"3,405"
201707,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,"12,522"
201707,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,"3,415"
201707,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 2,D,"51,926"
201707,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 2,D,"59,349"
201707,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,"9,759"
201707,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,"9,346"
201707,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,"7,275"
201707,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,"7,495"
201707,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 1,C,"62,144"
201707,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 1,C,"68,007"
201707,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,"115,011"
201707,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,"102,472"
201707,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,"9,009"
201707,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,"7,613"
201707,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,"22,286"
201707,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,"19,983"
201707,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Deplaned,Other,International,G,"9,204"
201707,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Enplaned,Other,International,G,"8,999"
201707,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,"22,572"
201707,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,"19,374"
201707,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,"13,556"
201707,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,"11,111"
201707,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Other,International,A,"10,317"
201707,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Other,International,A,"9,043"
201707,China Southern,CZ,China Southern,CZ,International,Asia,Deplaned,Other,International,A,"10,702"
201707,China Southern,CZ,China Southern,CZ,International,Asia,Enplaned,Other,International,A,"9,294"
201707,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,"4,074"
201707,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,"3,670"
201707,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,"23,904"
201707,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,"23,342"
201707,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,"201,552"
201707,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,"196,707"
201707,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,"18,446"
201707,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,"15,991"
201707,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Other,International,A,"14,690"
201707,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Other,International,A,"13,554"
201707,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Deplaned,Other,International,A,"3,193"
201707,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Enplaned,Other,International,A,"2,790"
201707,Finnair,AY,Finnair,AY,International,Europe,Deplaned,Other,International,A,"3,393"
201707,Finnair,AY,Finnair,AY,International,Europe,Enplaned,Other,International,A,"2,810"
201707,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,"29,022"
201707,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,"29,469"
201707,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,"15,864"
201707,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,"16,619"
201707,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,"7,172"
201707,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,"5,655"
201707,Jazz Aviation,QK,Air Canada,AC,International,Canada,Deplaned,Other,International,G,"4,176"
201707,Jazz Aviation,QK,Air Canada,AC,International,Canada,Enplaned,Other,International,G,"3,854"
201707,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,"65,172"
201707,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,"63,263"
201707,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,G,"5,103"
201707,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,G,"5,298"
201707,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,"15,980"
201707,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,"13,150"
201707,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,"17,964"
201707,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,"16,239"
201707,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,"24,264"
201707,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,"21,749"
201707,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,"13,278"
201707,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,"11,833"
201707,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,"8,049"
201707,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,"8,089"
201707,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Other,International,G,"7,174"
201707,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Other,International,G,"7,090"
201707,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,"15,107"
201707,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,"15,138"
201707,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,"7,644"
201707,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,"7,727"
201707,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,"19,030"
201707,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,"18,472"
201707,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,"145,133"
201707,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,"143,194"
201707,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,International,G,"1,382"
201707,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,"2,219"
201707,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,"3,477"
201707,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,"176,812"
201707,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,"174,356"
201707,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,117
201707,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,"12,544"
201707,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,"11,187"
201707,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,"10,318"
201707,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,"8,882"
201707,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Other,International,A,"6,273"
201707,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Other,International,A,"6,224"
201707,Thomas Cook Airlines,MT,Thomas Cook Airlines,MT,International,Europe,Deplaned,Other,International,G,"2,806"
201707,Thomas Cook Airlines,MT,Thomas Cook Airlines,MT,International,Europe,Enplaned,Other,International,G,"2,443"
201707,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Deplaned,Other,International,G,"9,877"
201707,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Enplaned,Other,International,G,"9,004"
201707,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,"15,452"
201707,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,"27,757"
201707,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,International,G,"1,160"
201707,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,"329,840"
201707,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,"332,482"
201707,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,8
201707,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,"538,037"
201707,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,"511,281"
201707,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,18
201707,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Other,International,G,"102,325"
201707,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,International,G,"87,013"
201707,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,Terminal 3,E,173
201707,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,Terminal 3,F,683
201707,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,"7,059"
201707,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,"7,328"
201707,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,International,G,"1,181"
201707,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,690
201707,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,E,"15,332"
201707,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,E,"5,214"
201707,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,"12,249"
201707,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,"19,581"
201707,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,"53,082"
201707,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,"39,380"
201707,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,Terminal 3,E,827
201707,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,Terminal 3,F,"1,780"
201707,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,"35,205"
201707,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,"5,780"
201707,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,E,"3,327"
201707,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,F,"25,524"
201707,United Airlines,UA,United Airlines,UA,International,Middle East,Deplaned,Other,International,G,"5,981"
201707,United Airlines,UA,United Airlines,UA,International,Middle East,Enplaned,Other,International,G,"5,341"
201707,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,Terminal 2,D,"236,342"
201707,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,"231,897"
201707,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,"5,533"
201707,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,"5,328"
201707,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,"16,880"
201707,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,"12,433"
201707,Volaris Airlines,Y4,Volaris Airlines,Y4,International,Mexico,Deplaned,Low Fare,International,A,"6,112"
201707,Volaris Airlines,Y4,Volaris Airlines,Y4,International,Mexico,Enplaned,Low Fare,International,A,"5,739"
201707,WOW Air,WW,WOW Air,WW,International,Europe,Enplaned,Other,International,A,"9,055"
201707,WOW Air,WW,WOW Air,WW,International,Europe,Deplaned,Other,International,G,"9,138"
201707,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Deplaned,Other,International,G,"12,405"
201707,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Enplaned,Other,International,G,"11,686"
201707,XL Airways France,SE,XL Airways France,SE,International,Europe,Deplaned,Other,International,A,"4,672"
201707,XL Airways France,SE,XL Airways France,SE,International,Europe,Enplaned,Other,International,A,"3,223"
201708,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Other,International,G,"7,855"
201708,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Other,International,G,"7,900"
201708,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,"18,917"
201708,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,"15,572"
201708,Air Berlin,AB,Air Berlin,AB,International,Europe,Deplaned,Other,International,A,"10,753"
201708,Air Berlin,AB,Air Berlin,AB,International,Europe,Enplaned,Other,International,A,"9,328"
201708,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,"61,646"
201708,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,"61,749"
201708,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,"10,032"
201708,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,"10,081"
201708,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,"23,227"
201708,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,"23,915"
201708,Air India Limited,AI,Air India Limited,AI,International,Asia,Deplaned,Other,International,G,"5,837"
201708,Air India Limited,AI,Air India Limited,AI,International,Asia,Enplaned,Other,International,G,"4,934"
201708,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,"9,267"
201708,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,"8,344"
201708,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Deplaned,Other,International,G,"2,728"
201708,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Enplaned,Other,International,G,"2,027"
201708,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,"13,729"
201708,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,"3,524"
201708,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 2,D,"52,781"
201708,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 2,D,"59,361"
201708,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,"12,189"
201708,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,"10,522"
201708,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,"7,515"
201708,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,"7,376"
201708,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 1,C,"61,863"
201708,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 1,C,"70,206"
201708,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,"110,508"
201708,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,"105,345"
201708,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,"9,097"
201708,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,"7,150"
201708,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,"20,899"
201708,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,"21,532"
201708,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Deplaned,Other,International,G,"9,366"
201708,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Enplaned,Other,International,G,"8,031"
201708,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,"22,073"
201708,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,"19,057"
201708,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,"13,580"
201708,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,"12,462"
201708,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Other,International,A,"10,532"
201708,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Other,International,A,"9,300"
201708,China Southern,CZ,China Southern,CZ,International,Asia,Deplaned,Other,International,A,"11,180"
201708,China Southern,CZ,China Southern,CZ,International,Asia,Enplaned,Other,International,A,"9,975"
201708,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,"4,228"
201708,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,"3,941"
201708,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,"23,952"
201708,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,"23,015"
201708,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,"199,908"
201708,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,"197,095"
201708,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,"19,134"
201708,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,"17,555"
201708,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Other,International,A,"14,684"
201708,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Other,International,A,"12,450"
201708,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Deplaned,Other,International,A,"3,124"
201708,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Enplaned,Other,International,A,"3,221"
201708,Finnair,AY,Finnair,AY,International,Europe,Deplaned,Other,International,A,"3,558"
201708,Finnair,AY,Finnair,AY,International,Europe,Enplaned,Other,International,A,"2,944"
201708,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,"28,494"
201708,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,"28,791"
201708,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,"16,564"
201708,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,"16,157"
201708,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 2,D,"1,834"
201708,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 2,D,"1,816"
201708,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,"7,076"
201708,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,"6,156"
201708,Jazz Aviation,QK,Air Canada,AC,International,Canada,Deplaned,Other,International,G,"4,197"
201708,Jazz Aviation,QK,Air Canada,AC,International,Canada,Enplaned,Other,International,G,"3,982"
201708,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,"68,466"
201708,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,"66,930"
201708,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,G,"1,730"
201708,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,G,"2,049"
201708,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,"14,863"
201708,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,"14,503"
201708,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,"17,022"
201708,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,"15,154"
201708,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,"23,339"
201708,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,"21,724"
201708,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,"12,751"
201708,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,"8,883"
201708,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,"8,616"
201708,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,"7,297"
201708,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Other,International,G,"7,243"
201708,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Other,International,G,"6,200"
201708,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,"14,834"
